-3,-7,0.5658885511
-55,-26,0.8688121236
-54,-44,0.6756226224
-53,-28,1.329597556
-33,-19,0.6861103043
-61,-55,0.5418569335
-22,-46,1.3534424
-5,9,1.451554319
-16,-36,1.144510345
13,-8,0.5770764418
-50,-15,1.072737591
-47,-74,1.487149543
-40,-55,1.474206843
42,-24,0.5441381237
37,-86,1.326181924
-30,12,1.011229293
-33,-20,0.4818779209
-29,-33,0.6956644084
-57,-7,0.6431149001
34,-61,1.05546041
23,-15,0.8496226147
-4,-64,0.6584035101
30,-8,1.04612876
