time,yaw,pitch,roll,x,y,z,f1,t1,f2,t2,f3,t3,f4,t4
0.075651,1.19063371096,0.340073696078,-2.28046364199,1.62099578353,2.23275090776,-5.38861377999,277.262797,336.04174675,327.82555006,344.90840255,291.893188,392.7043817,306.815608,351.19589865
0.172255,1.30784587409,0.340073696078,-2.28046364199,1.62099578353,2.23275090776,-5.38861377999,269.123844,332.4946189,327.45842366,342.3583891,298.911028,401.36205435,302.173732,346.8632196
0.2696,1.30784587409,0.340073696078,-2.28046364199,1.62099578353,2.23275090776,-5.38861377999,262.897849,331.0857585,326.59709038,340.53404405,303.87104,407.32389125,295.104694,341.36174035
0.367985,1.30784587409,0.340073696078,-2.28046364199,1.60637377574,2.23275090776,-5.38861377999,259.443779,332.46951555,325.20224036,339.50092315,306.67408,410.51237435,286.455472,335.3375033
0.466477,1.30784587409,0.297029852198,-2.28046364199,-0.25062121351,2.23275090776,-5.38861377999,259.523946,337.21254795,323.40951372,339.0982518,307.644396,411.31906255,277.085036,329.44485845
0.563988,1.54040968981,0.297029852198,-2.28046364199,-0.2652432213,2.23275090776,-5.38861377999,262.925774,344.9969704,321.4634665,339.02436085,307.113987,410.14410295,267.852359,324.3381604
0.660782,1.54040968981,-0.0869485646379,-2.28046364199,-0.426085306983,2.23275090776,-5.38861377999,268.871813,354.99238055,319.61030068,338.97545135,305.414852,407.38764265,259.61641,320.671758
0.75877,1.65576134241,-0.0869485646379,-2.28046364199,-0.426085306983,2.23275090776,-5.38861377999,276.577701,366.36210165,318.09621777,338.6477232,302.878991,403.4498276,253.236161,319.10000585
0.857042,1.65576134241,-0.0869485646379,-1.86920411282,-0.309109244668,1.83771941652,-4.06625457018,285.259078,378.26945695,317.16741928,337.7373763,299.838404,398.73080605,249.570583,320.27725395
0.954381,1.65576134241,-0.00154411249475,-1.4044636852,-0.309109244668,1.40976863435,-2.74389536037,294.131581,389.87777085,317.07010719,335.94061285,296.62509,393.63072395,249.406849,324.7927117
1.051105,1.65576134241,-0.0869485646379,-1.06498867746,-0.367597275825,1.04765643405,-1.42153615055,302.410848,400.35036775,318.05048301,332.95363275,293.560442,388.53421375,252.61121,332.40001805
1.149361,1.65576134241,-0.215396860661,-0.689478411954,-0.426085306983,0.685544233749,-0.42976674319,309.312519,408.8505709,320.31864661,328.52585905,290.842565,383.6455534,258.412076,342.27408825
1.247656,1.54040968981,-0.215396860661,-0.33198577533,-0.440707314772,0.339891678918,0.231412861718,314.121676,414.61864315,323.70316878,322.9691959,288.590017,379.05266155,266.025077,353.5782398
1.344936,1.54040968981,-0.343161921067,-0.0459916660302,-0.455329322562,0.109456642363,0.892592466625,316.792356,417.6359936,327.80345865,316.9333864,286.920034,374.8415191,274.665843,365.47579365
1.441673,1.54040968981,-0.343161921067,0.204253179607,-0.49919534593,-0.186816976064,1.22318226908,317.652445,418.29822455,332.21580267,311.0727863,285.949851,371.09810695,283.550003,377.1300673
1.538166,1.54040968981,-0.557014669234,0.525996552569,-0.586927392666,-0.499550239959,1.55377207153,317.033912,417.0054624,336.53648541,306.04174675,285.796702,367.90840255,291.893188,387.7043817
