time,yaw,pitch,roll,x,y,z,f1,t1,f2,t2,f3,t3,f4,t4
0.075361,-7.0572164124,-0.343457913696,2.91278281945,-1.13584206079,1.0344516831,-1.96249462909,305.572445,327.9307174,314.3053759,341.79044435,326.408009,356.98410405,269.773947,333.0104047
0.17212,0.504299417923,-0.00649551189866,2.91278281945,-1.00287250527,0.456545714886,0.332820726583,313.557255,326.3529082,315.18793344,339.7057278,324.678709,362.476427,270.919409,329.29907295
0.269916,0.504299417923,0.288346589674,2.36391118071,0.725731716518,0.456545714886,0.332820726583,321.115218,325.95825235,316.66583575,337.4994735,322.838069,366.93294495,274.599043,325.49956725
0.368411,0.504299417923,0.498948090798,1.87645857082,0.725731716518,0.456545714886,0.332820726583,327.659961,326.99813065,318.84357135,335.185271,321.011499,370.2851708,280.236467,321.86093045
0.466343,0.504299417923,0.688320960608,1.87645857082,0.870789413452,0.456545714886,0.332820726583,332.652435,329.6874459,321.59827472,332.75712075,319.267053,372.65022055,287.245295,318.63454335
0.562806,0.504299417923,0.814681861282,1.38900596093,0.979582686152,0.10980213396,0.332820726583,336.030911,333.8731377,324.66554172,330.1968263,317.671734,374.1486119,295.03914,316.0717879
0.660527,0.504299417923,0.856802161507,0.597382922472,1.05211153462,-0.00577905968209,0.715373285861,338.01023,339.18894025,327.77882924,327.48601065,316.292546,374.90085795,303.031616,314.42404605
0.758777,0.504299417923,0.941042761956,0.0485112837362,1.08837595885,-0.00577905968209,0.715373285861,338.808616,345.26597955,330.67159464,324.60629335,315.196493,375.02747525,310.636336,313.9427009
0.856697,0.504299417923,0.96227139327,0.0485112837362,1.1367285245,-0.00577905968209,0.715373285861,338.644294,351.7353816,333.07729434,321.53929625,314.450577,374.64898035,317.266914,314.8791321
0.953165,0.504299417923,0.96227139327,0.0485112837362,1.1367285245,-0.00577905968209,0.715373285861,337.735488,358.22827125,334.7293857,318.26664005,314.121804,373.88588635,322.372117,317.457623
1.050814,0.442839542125,0.96227139327,0.0485112837362,1.1367285245,-0.00577905968209,0.715373285861,336.300423,364.37577565,335.36132561,314.76994545,314.260732,372.8535164,325.85162,321.5548683
1.149384,0.442839542125,0.96227139327,0.0485112837362,1.1367285245,-0.00577905968209,0.715373285861,334.557323,369.8090185,334.73668668,311.0458188,314.726768,371.6068244,327.917401,326.8068148
1.246828,0.442839542125,0.96227139327,0.0485112837362,1.1367285245,-0.00577905968209,0.715373285861,332.715008,374.18957205,332.93729873,307.24922835,315.255991,370.1618149,328.787695,332.8445862
1.343333,0.442839542125,0.96227139327,0.0485112837362,1.1367285245,-0.00577905968209,0.715373285861,330.891696,377.47226315,330.23614998,303.63026,315.582426,368.533845,328.680738,339.2993085
1.440478,0.382355219911,0.941042761956,0.0485112837362,1.08837595885,-0.00577905968209,0.715373285861,329.15497,379.7758132,326.90883621,300.44029455,315.440098,366.7382695,327.814764,345.80210655
1.537236,0.382355219911,0.856802161507,0.0485112837362,0.991670827563,-0.00577905968209,0.715373285861,327.571864,381.22073185,323.23095085,297.9307174,314.56303,364.79044435,326.408009,351.98410405
1.634072,0.320895344113,0.856802161507,0.0485112837362,0.991670827563,-0.00577905968209,0.715373285861,326.209408,381.9275299,319.47809015,296.3529082,312.685248,362.7057278,324.678709,357.476427
1.731049,0.320895344113,0.856802161507,0.0485112837362,0.846613130629,-0.00577905968209,0.715373285861,325.134634,382.0167193,315.92584754,295.95825235,309.540775,360.4994735,322.838069,361.93294495
1.827663,0.382355219911,0.856802161507,0.0485112837362,0.991670827563,-0.00577905968209,0.715373285861,324.414575,381.60880855,312.84981833,296.99813065,304.907295,358.185271,321.011499,365.2851708
1.924118,0.382355219911,0.920151093045,0.0485112837362,0.991670827563,-0.00577905968209,0.715373285861,324.11626,380.82430845,310.50335555,299.6874459,299.046224,355.75712075,319.267053,367.65022055
2.022192,0.382355219911,0.920151093045,0.0485112837362,0.991670827563,-0.00577905968209,0.715373285861,324.284828,379.7768206,308.91547183,303.8731377,292.520124,353.1968263,317.671734,369.1486119
