time,yaw,pitch,roll,x,y,z,f1,t1,f2,t2,f3,t3,f4,t4
0.07539,1.72424147598,-0.432801078318,-0.905138410219,-0.755984460523,0.938382826906,0.153584563364,286.879743,368.840362,316.94509001,336.7702378,314.572834,345.2823239,280.781859,350.19495475
0.171729,1.33140990422,-0.673490079445,-0.905138410219,-0.905634964091,0.938382826906,0.153584563364,287.34298,370.5971043,319.52791156,339.85748295,319.998329,341.686681,279.677772,350.1883664
0.269687,1.33140990422,-1.19498291522,0.50226738732,-0.927013607458,-0.510827454882,0.375100760524,288.551719,371.7990521,321.86714621,341.9117406,324.961643,338.57175535,278.592178,351.13140435
0.367963,1.33140990422,-1.19498291522,1.24204293265,-1.21562529291,-1.29294094029,0.375100760524,290.649892,372.14823465,323.84069924,342.6671572,329.322018,336.0547216,277.666723,352.7314557
0.465118,1.33140990422,-1.19498291522,1.24204293265,-1.53630494341,-1.29294094029,0.375100760524,293.761089,371.37749775,325.43601272,342.21784415,332.976468,334.18546905,277.045348,354.6905359
0.561963,1.33140990422,-1.19498291522,1.31342478351,-1.53630494341,-1.36195095371,0.596616957684,297.803752,369.530569,326.70872008,340.8820099,335.822699,333.01265765,276.871994,356.7106604
0.65847,1.33140990422,-1.19498291522,1.31342478351,-1.53630494341,-1.36195095371,0.818133154844,302.577452,366.83129935,327.71548499,338.98124965,337.758417,332.58494735,277.290603,358.49384465
0.754895,1.29244101231,-1.19498291522,1.31342478351,-1.53630494341,-1.36195095371,1.039649352,307.880309,363.50574775,328.51297018,336.8371563,338.681327,332.95099465,278.445114,359.7421018
0.851542,1.29244101231,-1.19498291522,1.31342478351,-1.53630494341,-1.36195095371,1.039649352,313.51044,359.779972,329.15784026,334.7713239,338.489134,334.15946065,280.479469,360.15744845
0.94777,1.33140990422,-1.19498291522,1.31342478351,-1.53630494341,-1.36195095371,1.039649352,319.265963,355.8800276,329.70675843,333.10534535,337.079544,336.259003,283.5225,359.46479655
1.044181,1.33140990422,-1.11475324818,1.31342478351,-1.39734376153,-1.36195095371,1.039649352,324.944997,352.03197465,330.21638789,332.16081585,334.369181,339.28114665,287.509238,357.6827301
1.14196,1.37100732666,-0.964402852141,1.31342478351,-1.39734376153,-1.36195095371,1.039649352,330.34566,348.46186865,330.73648754,332.2249134,330.4946,343.0582078,292.240484,355.0332382
1.24024,1.40997621858,-0.844058351577,1.31342478351,-1.00183885924,-1.36195095371,1.039649352,335.272263,345.38473315,331.24383891,333.22110205,325.734243,347.29399015,297.514354,351.74238785
1.337889,1.40997621858,-0.4929733286,1.1943277917,-1.00183885924,-1.20092758907,1.039649352,339.588793,342.9092949,331.67139321,334.8543884,320.368921,351.6901492,303.12896,348.03624145
1.434427,1.40997621858,-0.0517101598666,0.764891523123,0.655006001687,-0.76386417075,1.039649352,343.192582,341.08488085,331.95150334,336.8267994,314.679443,355.9483462,308.882416,344.140866
1.532415,1.56710884728,0.269208508303,0.406837105415,0.708452610104,-0.418814103657,1.039649352,345.981327,339.96016475,332.01652079,338.840362,308.946617,359.7702378,314.572834,340.2823239
1.630634,1.56710884728,0.439616321101,0.192309831692,0.751209896838,-0.188780725596,0.818133154844,347.852725,339.58382265,331.7987994,340.5971043,303.451252,362.85748295,319.998329,336.686681
1.728171,1.64567516163,0.600075655186,-0.0225991631589,0.879481757039,0.0412526524657,0.485858859104,348.704473,340.00452945,331.23069207,341.7990521,298.474157,364.9117406,324.961643,333.57175535
1.824548,1.80280779033,0.780592406031,-0.738326277448,0.890171078722,0.73135278665,-0.289447830956,348.434268,341.27096005,330.24455076,342.14823465,294.275108,365.6671572,329.322018,331.0547216
1.922231,1.84240521277,0.961109156877,-1.23914439689,0.890171078722,1.23742621839,-1.06475452102,346.939808,343.43179165,328.78228817,341.37749775,290.880824,365.21784415,332.976468,329.18546905
2.020631,1.84240521277,1.01133292845,-1.35862310983,0.900860400406,1.37544624522,-1.1755126196,344.143972,346.51288545,326.88223656,339.530569,288.172936,363.8820099,335.822699,328.01265765
2.117829,1.84240521277,1.06139624068,-1.5254352426,0.932928365456,1.51346627206,-1.50778691534,340.201455,350.33011035,324.63859756,336.83129935,286.030883,361.98124965,337.758417,327.58494735
