-0.25,-0.625,-1.063,-0.1,0.19,-0.03
-0.063,1,-0.563,1.45,0.1,-0.01
0.375,4.75,-0.125,2.1,0.03,-0.02
1.062,7.375,2.187,2.54,-0.37,0
1.312,8.688,1.937,1.47,-0.37,-0.02
0.75,8.438,1.312,1.44,-0.23,-0.04
0.625,7.188,1.25,2.51,-0.21,-0.02
0.25,4.563,-0.125,2.11,-0.02,-0.01
-0.063,2.375,-0.688,1.69,0.12,-0.02
-0.313,0.188,-1.125,0.04,0.19,-0.03
-0.563,-2.437,-1.375,-0.41,0.24,-0.06
-1.25,-7.75,-1.938,0.09,0.3,-0.15
-1.625,-8.937,-1.688,-0.25,0.26,-0.19
-1.438,-8.062,-0.813,-0.1,0.12,-0.14
-1.125,-6.25,0.625,-1.07,-0.11,-0.05
-7.938,-3.437,1.812,-0.59,-0.3,0.03
-5.438,1.313,3.375,0.22,-0.56,0.09
2.875,3.813,3.875,1.93,-0.65,0.09
3.25,5.375,4,2.2,-0.68,0.08
3.25,6.25,3.875,2.35,-0.66,0.06
3,7.063,3.437,2.48,-0.58,0.04
2.625,7.5,2.562,2.55,-0.45,0.01
2.375,7.5,-0.375,2.56,0.06,-0.07
1.437,6,-1.813,2.31,0.31,-0.1
1.062,3.625,-1.813,1.95,0.32,-0.07
0.937,0.875,-1.688,1.43,0.29,-0.05
0.812,-1.687,-2.875,-0.29,0.48,-0.11
0.687,-4,-3.375,-0.68,0.56,-0.15
-7.438,-5.875,-3.188,-1,0.53,-0.18
-7.563,-6.812,-2.75,-1.16,0.45,-0.18
-7.5,-7.5,-1.688,0,0.27,-0.16
0.562,-7.875,-0.188,-0.06,0.02,-0.11
-7.5,-9.312,2.25,-0.3,-0.4,-0.08
0.75,-9.25,5.375,-0.29,-0.92,-0.02
0.75,-7.562,7,-0.01,-1.19,0.05
0.875,-5.25,8.437,-0.94,-1.41,0.1
0.812,-2.687,9.75,-0.46,-1.65,0.15
0.062,-1,9,-0.17,-1.53,0.16
-0.313,1.25,7.062,1.5,-1.19,0.15
-0.063,4.5,5.437,2.05,-0.92,0.11
-0.125,5.875,4.062,2.29,-0.69,0.07
-1688,7.438,3.875,2.52,-0.66,0.04
0,8.625,2.75,1.47,-0.47,-0.01
-7.688,9.813,1.187,1.67,-0.22,-0.08
-0.25,9.438,1.5,1.61,-0.26,-0.06
-0.438,8.813,1.437,1.51,-0.28,-0.04
-6.751,7.563,0.687,1.29,-0.12,-0.04
-1.188,5.375,0.375,2.2,-1.34,-0.01
-1.375,2,-0.25,1.63,0.05,-0.01
-1.75,-2.125,-0.938,-0.29,0.15,-0.03
-2.25,-7.125,-1.563,0.07,0.25,-0.14
-5.188,-8.75,-1.938,-0.21,0.3,-0.2
-2.75,-8.812,-1.688,-0.22,0.27,-0.19
-2.5,-7.812,-0.875,-0.05,0.13,-0.13
-2.063,-5.375,0.937,-0.91,-0.16,-0.03
-0.375,-1.875,2.25,-0.32,-0.38,0.06
1.375,2.063,-4.688,1.64,-0.55,0.09
1.5,4.25,3.75,2,-0.63,0.09
1.687,5.813,3.875,0.97,-0.65,0.07
1.687,6.75,3.75,1.14,-0.63,0.05
-6.625,7.438,3.25,2.55,-0.55,0.03
1,7.813,2.25,2.62,-0.38,0
0.687,8,-0.063,2.65,0.01,-0.07
-7.438,6.875,-0.875,2.46,0.15,-0.08
-7.875,4.438,-3.313,2.04,0.55,-0.13
-7.688,1.313,-4.375,1.51,0.74,-0.16
-0.313,-1.312,-4.125,-0.23,0.69,-0.16
-0.5,-3.562,-3.438,-0.61,0.57,-0.15
-7.188,-5.625,-2.875,-0.96,0.47,-0.16
-0.813,-6.437,-2.563,-1.1,0.42,-0.16
-0.75,-7.187,-1.75,0.06,0.3,-0.15
-0.688,-7.5,-0.5,0,0.07,-0.12
-0.625,-9.062,2.5,-0.26,-0.43,-0.07
-0.375,-9.125,5.687,-0.28,-0.97,-0.01
-0.375,-7.5,7.25,0,-1.23,0.05
-0.313,-5,8.687,-0.86,-0.19,0.11
-0.625,-3.25,9.625,-0.58,-1.64,0.14
-1.75,-1,7.937,-0.17,-1.34,0.16
-6.001,1.313,5.687,1.51,-0.95,0.14
-1.625,5.125,4,2.15,-0.67,0.08
-1.438,6.125,3.562,2.31,-0.61,0.06
-1.313,7.438,3.25,2.56,-0.55,0.03
-1.25,8.625,2.25,1.47,-0.39,-0.02
-1.125,9.875,0.375,1.69,-0.08,-0.1
-1.313,9.688,0.375,1.65,-0.08,-0.1
-1.75,8.25,-0.375,2.69,0.06,-0.09
-2.25,6.875,0.312,2.46,-0.06,-0.04
-2.375,4.688,0.062,2.08,0,-0.02
-2.625,1.75,-0.438,1.58,0.09,-0.01
-13.5,0.813,10.5,-0.41,0.24,-0.06
-3.5,-6.25,-2,-1.04,0.32,-0.13
-4.063,-7.375,-2.375,0.02,0.38,-0.18
-4.5,-7.5,-2,0.01,0.32,-0.17
-4.938,-6.375,-1.063,-1.12,0.2,-0.12
-2.751,-3.875,0.5,-0.67,-0.09,-0.01
