6.902e-310,2.12203e-314,6.95313e-310,2.14402e-317,9.88131e-324,2.16998e-317
6.902e-310,2.12203e-314,6.95313e-310,2.14402e-317,9.88131e-324,2.16998e-317
0.000474144,0.00019832,0.00284587,-6.85378E-007,0.00919666,0.594711
0.000474144,0.00019832,0.00284587,-6.85378E-007,0.00919666,0.594711
-0.589017,-0.930156,0.925415,-0.0150048,-0.0573906,0.602198
0.870237,-0.258397,-1.05607,-0.00621699,-0.0800812,0.622495
0.149771,-0.0525887,-1.61953,-0.00303336,-0.0860034,0.636205
-0.323258,0.0962153,0.0239764,0.00476615,-0.0769329,0.638231
-0.103575,0.100092,-0.225843,0.0104492,-0.0556143,0.640368
-0.251473,0.173329,-0.00515366,0.0132958,-0.0269012,0.642148
-0.731935,-0.616364,-0.0629178,0.00350297,0.016872,0.64146
-1.36933,-0.0943985,0.460464,-0.0109736,0.0670787,0.641261
-0.524888,-0.400658,0.0635178,-0.0223831,0.0872881,0.64167
-0.899709,0.158373,0.624547,-0.0405117,0.0898902,0.641756
0.0979771,-0.20358,0.141464,-0.063506,0.0685014,0.64276
-0.916461,0.537088,0.492705,-0.0953835,0.0238655,0.643605
-0.0354396,0.38685,-0.504579,-0.102461,-0.0173605,0.643774
-0.111878,0.189992,0.569728,-0.106915,-0.0570027,0.647175
-0.78287,0.448911,1.73804,-0.10021,-0.0897734,0.65264
-0.0211386,0.242794,0.400545,-0.096101,-0.100607,0.655111
-0.00557695,-0.0283809,0.146652,-0.0885534,-0.111143,0.657289
0.0182313,-0.138741,0.00947382,-0.0744106,-0.117316,0.658041
0.0624443,-0.2348,0.0760515,-0.0592497,-0.116017,0.65765
0.0693581,-0.184172,0.119033,-0.0407235,-0.103193,0.65657
0.852552,-0.279162,0.245283,-0.00244772,-0.0706359,0.657118
1.08818,-1.10436,0.314313,0.0341672,-0.0350147,0.657928
0.99582,-1.02111,-0.0363148,0.0559379,-0.0040652,0.659326
0.363662,-0.816221,0.691008,0.0585853,0.0325978,0.660594
-0.131344,-0.996507,1.16479,0.0500307,0.0650617,0.661734
0.202101,-0.658716,1.18328,0.0434625,0.0858748,0.663255
0.518344,0.022769,0.549932,0.0235011,0.120898,0.663205
-0.320212,-0.136052,0.340914,-0.00594821,0.161503,0.65956
-0.404928,-1.8111,-0.6762,-0.0435362,0.147877,0.654078
-0.213967,-1.54019,-0.805047,-0.077983,0.135725,0.649941
0.967744,-1.30228,-0.0436407,-0.114976,0.123855,0.646414
0.191857,-1.10708,0.107168,-0.114782,0.0971629,0.649864
0.0616625,-0.618665,-0.357607,-0.104091,0.0603959,0.655576
-0.0729994,-0.871987,-0.63549,-0.0886627,0.0198637,0.661236
-0.24802,-0.454925,-0.569399,-0.0802341,-0.0119565,0.665216
0.174859,0.0609608,-0.0528963,-0.0766497,-0.0307842,0.666291
0.0991282,0.200918,0.722876,-0.0699376,-0.0690005,0.667328
0.121107,0.295052,0.10768,-0.0592761,-0.108839,0.668395
0.136023,0.28787,-0.0564553,-0.0520902,-0.132373,0.668875
-0.142618,0.2952,0.0179825,-0.0466043,-0.142821,0.669054
-0.0506217,-0.0311858,0.0892953,-0.0396986,-0.149859,0.669443
-0.274025,-0.168623,0.000173464,-0.0307743,-0.15036,0.669584
-0.849507,0.40295,0.150038,-0.019285,-0.134082,0.670542
0.000588804,0.147227,0.170959,-0.00571897,-0.0967457,0.671742
-0.731077,0.296378,0.201996,0.00186772,-0.0438799,0.672403
-0.98677,0.549465,0.263165,0.00862662,0.0258567,0.672636
-0.850457,-0.167721,0.49479,0.00254296,0.108375,0.672944
-1.25022,-0.967508,0.689999,-0.00860067,0.149403,0.673977
-0.746113,0.86277,1.38207,-0.0253233,0.151506,0.674643
0.637656,0.145625,0.870005,-0.0349875,0.143345,0.676807
0.553557,-0.456115,-0.0554341,-0.0643435,0.111335,0.679526
1.54203,-0.47516,2.48438,-0.0884074,0.0456732,0.678266
-0.955175,0.987167,0.488526,-0.104888,-0.022411,0.679401
-0.852615,0.554651,2.05487,-0.103847,-0.0635051,0.6832
-0.728973,0.579025,1.1314,-0.10078,-0.0863003,0.686742
-0.461017,0.0412977,1.08879,-0.095557,-0.101882,0.689832
0.116259,0.173454,0.170808,-0.0879659,-0.112802,0.69231
-0.105035,-0.130876,0.241882,-0.0739793,-0.119134,0.692886
